artist_id,artist_name,account_id,num_followers,avg_likes,avg_comments,avg_views,likes_not_from_followers,male_amount,female_amount,ages_13_17,ages_18_24,ages_25_34,ages_35_44,ages_45_64,ages_65_,male_13_17,female_13_17,male_ages_18_24,female_ages_18_24,male_ages_25_34,female_ages_25_34,male_ages_35_44,female_ages_35_44,male_ages_45_64,female_ages_45_64,male_ages_65_,female_ages_65_,follower_white,follower_african_american,follower_asian,follower_hispanic,follower_lang_en,follower_lang_es,follower_lang_pt,follower_lang_de,follower_lang_ja,follower_lang_zh,follower_lang_id,follower_lang_ru,follower_lang_fr,follower_interest_name_1,follower_interest_amount_1,follower_interest_name_2,follower_interest_amount_2,follower_interest_name_3,follower_interest_amount_3,follower_interest_name_4,follower_interest_amount_4,follower_interest_name_5,follower_interest_amount_5,follower_country_code_1,follower_country_weight_1,follower_country_code_2,follower_country_weight_2,follower_country_code_3,follower_country_weight_3,follower_country_code_4,follower_country_weight_4,follower_country_code_5,follower_country_weight_5,last_updated,reachability_500,reachability_500_1000,reachability_1000_1500,reachability_1500_,notable_users_ratio,audience_credibility,credibility_class,created_at,engagement_rate,engagements
4367,Earth,1384013202,6576195.0,99127.0,250.0,,,0.401038,0.598962,0.052456,0.413388,0.421995,0.08806,0.023958,0.000144,0.013418,0.039038,0.140556,0.272831,0.183159,0.238836,0.050319,0.037741,0.013586,0.010372,0.0,0.000144,0.70399,0.061394,0.159626,0.07499,0.771728,0.052947,0.025641,0.017982,0.004496,0.003996,0.007826,0.012821,0.015485,Camera & Photography,0.391218,"Travel, Tourism & Aviation",0.358357,"Friends, Family & Relationships",0.301983,"Clothes, Shoes, Handbags & Accessories",0.284986,Television & Film,0.272521,US,0.452955,GB,0.044431,CA,0.039606,IN,0.038199,AU,0.029755,2025-11-05 19:00:00,0.3706,0.278,0.13,0.2214,0.1967,0.7839,bad,2025-11-06,1.5074,
4367,Earth,46846996206,85423.0,107.0,7.0,,,0.488596,0.511404,0.106131,0.554143,0.2926,0.040415,0.006711,0.0,0.044106,0.062025,0.273631,0.280512,0.14174,0.15086,0.024408,0.016006,0.00471,0.002001,0.0,0.0,0.0,0.0,0.0,0.0,0.354653,0.180055,0.127008,0.010306,0.012125,0.005153,0.035768,0.049106,0.061231,Television & Film,0.568606,Art & Design,0.248079,Music,0.162459,Camera & Photography,0.153677,"Friends, Family & Relationships",0.151482,IN,0.151069,BR,0.137804,ID,0.08622,US,0.058954,RU,0.037583,2025-07-07 20:00:00,0.614168,0.152541,0.060826,0.172465,0.059245,0.756378,bad,2025-08-07,0.1253,
4387,Elton John,1604340024,5406129.0,50884.0,749.0,,0.893756,0.330257,0.669743,0.037584,0.260007,0.365631,0.204192,0.130403,0.002183,0.009533,0.028051,0.080637,0.17937,0.124237,0.241394,0.071729,0.132463,0.043808,0.086594,0.000313,0.00187,0.723663,0.05732,0.075232,0.143785,0.629307,0.101462,0.090846,0.015837,0.004177,0.003829,0.002611,0.032022,0.024539,"Friends, Family & Relationships",0.421184,"Restaurants, Food & Grocery",0.359237,"Toys, Children & Baby",0.353153,Music,0.339878,Television & Film,0.329093,US,0.29948,GB,0.120832,BR,0.090732,IT,0.050022,MX,0.033781,2025-11-05 19:00:00,0.2962,0.244,0.1374,0.3224,0.1373,0.7475,bad,2025-11-06,0.9412,
4387,Elton John,23814718,11443.0,53.0,8.0,,0.8457,0.466279,0.533721,0.060964,0.405431,0.401477,0.098365,0.03333,0.000434,0.018642,0.042321,0.167036,0.238395,0.196635,0.204842,0.061744,0.036621,0.022073,0.011257,0.000149,0.000285,0.574933,0.060167,0.12702,0.23788,0.428842,0.215603,0.168203,0.010402,0.005319,0.002955,0.017258,0.011111,0.018676,Music,0.501352,"Friends, Family & Relationships",0.323826,"Clothes, Shoes, Handbags & Accessories",0.30268,Camera & Photography,0.286698,Art & Design,0.265798,US,0.158048,BR,0.155301,MX,0.066096,GB,0.062379,IN,0.039431,2025-07-06 20:00:00,0.2393,0.1989,0.1165,0.4453,0.204,0.6917,bad,2025-08-06,0.4632,
18422,A.R. Rahman,6541917,8410334.0,41884.0,216.0,,0.834654,0.726016,0.273984,0.030406,0.297861,0.554328,0.103373,0.014032,0.0,0.013801,0.016605,0.194608,0.103253,0.41877,0.135558,0.087825,0.015548,0.011013,0.003019,0.0,0.0,0.848703,0.0943,0.053886,0.00311,0.917292,0.001323,0.001323,0.001764,0.0,0.0,0.002206,0.001103,0.00397,Camera & Photography,0.514056,"Friends, Family & Relationships",0.450692,"Travel, Tourism & Aviation",0.40116,"Clothes, Shoes, Handbags & Accessories",0.33378,Cars & Motorbikes,0.294958,IN,0.820632,MY,0.031104,AE,0.022032,US,0.021514,LK,0.019181,2025-11-05 19:00:00,0.537,0.2287,0.0928,0.1415,0.0734,0.8116,low,2025-11-06,0.498,
18422,A.R. Rahman,20194944,4385441.0,15931.0,476.0,,0.89544,0.322791,0.677209,0.026796,0.188085,0.451904,0.257749,0.075467,0.0,0.00761,0.019185,0.059123,0.128961,0.1291,0.322804,0.097682,0.160067,0.029276,0.046191,0.0,0.0,0.228972,0.557614,0.086201,0.127213,0.75788,0.005196,0.21822,0.001386,0.0,0.0,0.000866,0.001559,0.007101,"Friends, Family & Relationships",0.414533,"Toys, Children & Baby",0.296194,"Clothes, Shoes, Handbags & Accessories",0.277509,"Restaurants, Food & Grocery",0.268858,Television & Film,0.259862,US,0.630501,BR,0.251644,ZA,0.015175,NG,0.012898,CA,0.006323,2025-07-07 20:00:00,0.1736,0.1969,0.1466,0.4829,0.2354,0.6903,bad,2025-08-07,0.3633,
2747,Magdalena Bay,279275817,87932.0,456.0,11.0,,,0.497303,0.502697,0.011668,0.100884,0.359987,0.320398,0.205367,0.001696,0.003017,0.008651,0.029231,0.071653,0.147286,0.212701,0.180477,0.13992,0.135971,0.069396,0.00132,0.000376,0.93958,0.023888,0.03185,0.004682,0.072176,0.008592,0.003281,0.002031,0.000156,0.0,0.000312,0.001718,0.007968,Camera & Photography,0.490288,"Restaurants, Food & Grocery",0.465528,"Travel, Tourism & Aviation",0.436499,Music,0.40064,"Friends, Family & Relationships",0.391249,IT,0.909832,GB,0.013872,ES,0.011965,US,0.008843,FR,0.007109,2025-07-07 20:00:00,0.33525,0.209596,0.13203,0.323124,0.254756,0.874869,normal,2025-08-07,0.5186,
2747,Magdalena Bay,3030677847,336637.0,52826.0,609.0,,,0.541898,0.458102,0.057312,0.370399,0.434915,0.113395,0.023822,0.000156,0.018902,0.038411,0.174176,0.196223,0.24822,0.186695,0.081386,0.032009,0.019058,0.004764,0.000156,0.0,0.700517,0.053886,0.127367,0.118231,0.82397,0.083992,0.025268,0.005788,0.009458,0.002682,0.0,0.007199,0.012281,Music,0.472882,Television & Film,0.344587,Art & Design,0.330211,Camera & Photography,0.297321,"Clothes, Shoes, Handbags & Accessories",0.28643,US,0.606129,GB,0.056068,MX,0.047362,CA,0.033432,BR,0.0249,2025-11-05 19:00:00,0.3559,0.2468,0.1251,0.2722,0.2203,0.8249,low,2025-11-06,15.6923,
2266,SLANDER,49750365664,209184.0,624.0,244.0,,0.794064,0.191667,0.808333,0.032186,0.287419,0.369806,0.171017,0.137342,0.002231,0.005267,0.026918,0.042649,0.244769,0.079181,0.290624,0.04112,0.129897,0.022939,0.114403,0.00051,0.001722,0.809225,0.060969,0.066512,0.063294,0.982419,0.006115,0.004013,0.000382,0.000191,0.0,0.00172,0.000191,0.001911,"Friends, Family & Relationships",0.421318,"Toys, Children & Baby",0.395792,Wedding,0.350912,"Restaurants, Food & Grocery",0.271529,"Clothes, Shoes, Handbags & Accessories",0.251613,US,0.908941,CA,0.039529,PH,0.008235,GB,0.004706,ID,0.004471,2025-11-04 19:00:00,0.3643,0.2579,0.1429,0.2349,0.1846,0.8701,normal,2025-11-06,0.2983,
2266,SLANDER,194152343,1136703.0,18080.0,192.0,,0.899017,0.628269,0.371731,0.034246,0.362158,0.486539,0.100049,0.017008,0.0,0.017181,0.017065,0.218701,0.143457,0.304929,0.18161,0.074611,0.025437,0.012846,0.004162,0.0,0.0,0.650533,0.073507,0.139663,0.136297,0.771915,0.094751,0.024404,0.007226,0.004499,0.005999,0.008044,0.013633,0.023722,Music,0.535827,"Friends, Family & Relationships",0.331354,"Clothes, Shoes, Handbags & Accessories",0.308591,Camera & Photography,0.301861,Art & Design,0.299683,US,0.589167,CA,0.05481,MX,0.041552,IN,0.03363,BR,0.01924,2025-11-05 19:00:00,0.2818,0.2588,0.1354,0.324,0.2247,0.7568,bad,2025-11-06,1.5906,
16450,Above & Beyond,3217896463,41555.0,0.0,3.0,,,0.655568,0.344432,0.075945,0.435129,0.425102,0.059085,0.004738,0.0,0.035373,0.040572,0.293919,0.14121,0.283629,0.141474,0.039753,0.019332,0.002894,0.001844,0.0,0.0,0.209624,0.0,0.78609,0.004287,0.902613,0.002375,0.000475,0.006651,0.0038,0.0038,0.001425,0.0,0.006651,"Restaurants, Food & Grocery",0.290614,"Friends, Family & Relationships",0.194946,"Clothes, Shoes, Handbags & Accessories",0.180505,Camera & Photography,0.15704,"Coffee, Tea & Beverages",0.142599,PH,0.927128,US,0.012247,AE,0.007961,JP,0.007961,CA,0.007348,2025-07-10 20:00:00,0.812985,0.105215,0.036339,0.045461,0.019918,0.870458,normal,2025-08-10,0.0,
16450,Above & Beyond,59155359579,60745.0,6819.0,188.0,,,0.276912,0.723088,0.069818,0.391768,0.446524,0.083153,0.008738,0.0,0.017558,0.05226,0.086284,0.305483,0.133439,0.313085,0.036119,0.047034,0.003512,0.005226,0.0,0.0,0.033974,0.016987,0.934295,0.014743,0.071373,0.010159,0.004168,0.0,0.099505,0.036207,0.045585,0.002084,0.002084,"Restaurants, Food & Grocery",0.390343,"Clothes, Shoes, Handbags & Accessories",0.267597,"Coffee, Tea & Beverages",0.250145,"Toys, Children & Baby",0.23502,Electronics & Computers,0.1879,KR,0.672704,JP,0.093092,ID,0.091828,CN,0.023589,TW,0.022325,2025-11-04 19:00:00,0.716954,0.124457,0.050072,0.108517,0.074062,0.764772,bad,2025-11-06,11.2256,
16450,Above & Beyond,32334420,660188.0,3486.0,91.0,,0.595145,0.681217,0.318783,0.018107,0.200476,0.519519,0.211902,0.049832,0.000164,0.009189,0.008919,0.11699,0.083486,0.349329,0.17019,0.16551,0.046392,0.040036,0.009796,0.000164,0.0,0.646672,0.043657,0.106414,0.203256,0.64881,0.162124,0.046636,0.009296,0.004096,0.005672,0.00709,0.030251,0.011029,Music,0.52163,"Friends, Family & Relationships",0.407941,"Travel, Tourism & Aviation",0.406897,Camera & Photography,0.381818,"Restaurants, Food & Grocery",0.363009,US,0.329614,MX,0.06146,GB,0.05835,IN,0.048473,BR,0.04518,2025-11-05 19:00:00,0.314,0.2289,0.1185,0.3386,0.1826,0.7685,bad,2025-11-06,0.528,
18846,Teddy Swims,29685245,9062354.0,115760.0,3374.0,,,0.325262,0.674738,0.021876,0.167025,0.405824,0.260673,0.143299,0.001302,0.006438,0.015438,0.046138,0.120888,0.135654,0.270171,0.093195,0.167478,0.043225,0.100073,0.000613,0.000689,0.563872,0.221333,0.137016,0.07778,0.882689,0.021313,0.018368,0.009704,0.0,0.002426,0.007278,0.003466,0.019061,"Friends, Family & Relationships",0.464781,"Toys, Children & Baby",0.369207,"Restaurants, Food & Grocery",0.361613,"Clothes, Shoes, Handbags & Accessories",0.310553,Television & Film,0.29746,US,0.604107,GB,0.066419,AU,0.032991,CA,0.029058,PH,0.024907,2025-11-05 19:00:00,0.4275,0.2296,0.1111,0.2318,0.162,0.863,normal,2025-11-06,1.2774,
19984,Big Boi,8213033,2227910.0,7595.0,279.0,,0.729296,0.619968,0.380032,0.016293,0.126371,0.440256,0.343789,0.073291,0.0,0.008823,0.00747,0.076521,0.04985,0.253787,0.186469,0.231106,0.112683,0.049731,0.02356,0.0,0.0,0.273637,0.599543,0.049193,0.077627,0.939874,0.014385,0.010506,0.002909,0.001778,0.0,0.000808,0.006304,0.007273,Music,0.401988,"Friends, Family & Relationships",0.375223,Television & Film,0.305888,Sports,0.298751,"Restaurants, Food & Grocery",0.297731,US,0.815079,GB,0.015838,CA,0.01383,BR,0.011153,NG,0.011153,2025-11-03 19:00:00,0.1654,0.1798,0.1386,0.5162,0.2328,0.6702,bad,2025-11-06,0.3409,
19984,Big Boi,8213033,2227910.0,7595.0,279.0,,0.729296,0.619968,0.380032,0.016293,0.126371,0.440256,0.343789,0.073291,0.0,0.008823,0.00747,0.076521,0.04985,0.253787,0.186469,0.231106,0.112683,0.049731,0.02356,0.0,0.0,0.273637,0.599543,0.049193,0.077627,0.939874,0.014385,0.010506,0.002909,0.001778,0.0,0.000808,0.006304,0.007273,Music,0.401988,"Friends, Family & Relationships",0.375223,Television & Film,0.305888,Sports,0.298751,"Restaurants, Food & Grocery",0.297731,US,0.815079,GB,0.015838,CA,0.01383,BR,0.011153,NG,0.011153,2025-11-03 19:00:00,0.1654,0.1798,0.1386,0.5162,0.2328,0.6702,bad,2025-11-05,0.3409,
18685,Franz Ferdinand,597263806,2779.0,174.0,31.0,,0.414927,0.462863,0.537137,0.087312,0.494669,0.364792,0.044233,0.008994,0.0,0.03604,0.051272,0.216945,0.277724,0.173132,0.19166,0.028973,0.01526,0.007773,0.001221,0.0,0.0,0.79252,0.060963,0.121926,0.02459,0.953868,0.015614,0.007097,0.003549,0.0,0.00071,0.00071,0.002839,0.007097,"Clothes, Shoes, Handbags & Accessories",0.276018,Camera & Photography,0.266968,Music,0.233032,"Travel, Tourism & Aviation",0.21267,"Friends, Family & Relationships",0.196833,AU,0.571721,ZA,0.175205,US,0.099385,GB,0.018443,PY,0.014344,2025-07-07 20:00:00,0.335906,0.287335,0.115297,0.261462,0.293236,0.797095,bad,2025-08-07,6.2612,
18685,Franz Ferdinand,8541665,385190.0,5228.0,52.0,,0.809735,0.48646,0.51354,0.031429,0.27775,0.46493,0.176784,0.048958,0.00015,0.012231,0.019198,0.10812,0.16963,0.231407,0.233523,0.100293,0.076491,0.034409,0.014548,0.0,0.00015,0.54347,0.015984,0.1023,0.338246,0.364896,0.351652,0.078399,0.011417,0.020247,0.006698,0.006089,0.018268,0.03684,Music,0.521883,Camera & Photography,0.39327,Television & Film,0.378406,"Restaurants, Food & Grocery",0.357969,"Friends, Family & Relationships",0.356524,MX,0.174561,US,0.127193,IT,0.085439,GB,0.083158,BR,0.074561,2025-07-10 20:00:00,0.3376,0.2394,0.1262,0.2968,0.1432,0.793,bad,2025-08-10,1.3573,
7390,UB40,10824300,394636.0,3591.0,187.0,,0.828895,0.632854,0.367146,0.028541,0.204755,0.417562,0.238093,0.109683,0.001366,0.016892,0.011649,0.128064,0.076691,0.26418,0.153382,0.156937,0.081156,0.066192,0.043491,0.000589,0.000777,0.688636,0.092045,0.139773,0.079545,0.718259,0.064778,0.056659,0.011746,0.00691,0.008292,0.018311,0.01641,0.012783,"Travel, Tourism & Aviation",0.599509,"Restaurants, Food & Grocery",0.380613,Camera & Photography,0.380123,"Friends, Family & Relationships",0.343313,Sports,0.30773,AU,0.289976,US,0.114854,IN,0.059659,BR,0.048498,ID,0.037744,2025-11-03 19:00:00,0.3131,0.188,0.1115,0.3874,0.1617,0.6874,bad,2025-11-06,0.91,
7390,UB40,10824300,394636.0,3591.0,187.0,,0.828895,0.632854,0.367146,0.028541,0.204755,0.417562,0.238093,0.109683,0.001366,0.016892,0.011649,0.128064,0.076691,0.26418,0.153382,0.156937,0.081156,0.066192,0.043491,0.000589,0.000777,0.688636,0.092045,0.139773,0.079545,0.718259,0.064778,0.056659,0.011746,0.00691,0.008292,0.018311,0.01641,0.012783,"Travel, Tourism & Aviation",0.599509,"Restaurants, Food & Grocery",0.380613,Camera & Photography,0.380123,"Friends, Family & Relationships",0.343313,Sports,0.30773,AU,0.289976,US,0.114854,IN,0.059659,BR,0.048498,ID,0.037744,2025-11-03 19:00:00,0.3131,0.188,0.1115,0.3874,0.1617,0.6874,bad,2025-11-05,0.91,
7390,UB40,14034955,20526964.0,205253.0,546.0,,,0.280334,0.719666,0.123033,0.515239,0.303768,0.043288,0.014673,0.0,0.024735,0.098298,0.119741,0.395497,0.100253,0.203515,0.026609,0.016679,0.008995,0.005678,0.0,0.0,0.543941,0.076253,0.111838,0.267967,0.536612,0.227565,0.079281,0.017434,0.001652,0.0,0.005139,0.01358,0.027712,"Friends, Family & Relationships",0.274438,"Clothes, Shoes, Handbags & Accessories",0.241651,"Toys, Children & Baby",0.231937,Music,0.217365,Television & Film,0.188828,US,0.314472,BR,0.079675,MX,0.062764,AR,0.044553,GB,0.032846,2025-07-10 20:00:00,0.4474,0.2146,0.1045,0.2335,0.1237,0.7303,bad,2025-08-10,0.9999,
7390,UB40,374949292,178779.0,1747.0,36.0,,0.871408,0.526741,0.473259,0.013772,0.113518,0.322515,0.319443,0.227716,0.003036,0.005367,0.008404,0.049787,0.063732,0.165462,0.157053,0.179899,0.139544,0.125115,0.102601,0.00111,0.001926,0.558643,0.165699,0.052077,0.223581,0.622194,0.208517,0.048248,0.008811,0.003776,0.0,0.013006,0.000839,0.029159,"Friends, Family & Relationships",0.401982,Music,0.358466,"Restaurants, Food & Grocery",0.323137,"Toys, Children & Baby",0.289961,Sports,0.280913,GB,0.250364,US,0.121689,CO,0.05182,BR,0.045124,NL,0.035226,2025-11-05 19:00:00,0.5222,0.1636,0.0852,0.229,0.1028,0.8237,low,2025-11-06,0.9772,
15830,Belanova,3169524327,976.0,120.0,5.0,,,0.602524,0.397476,0.034476,0.447258,0.449719,0.064531,0.004017,0.0,0.017406,0.01707,0.270466,0.176792,0.257077,0.192642,0.053558,0.010973,0.004017,0.0,0.0,0.0,0.036976,0.009244,0.013866,0.939914,0.041009,0.951104,0.0,0.001577,0.0,0.0,0.0,0.001577,0.0,Music,0.373077,"Clothes, Shoes, Handbags & Accessories",0.246154,"Friends, Family & Relationships",0.246154,Television & Film,0.215385,Art & Design,0.211538,MX,0.912017,US,0.064378,BO,0.004292,AR,0.002146,RU,0.002146,2025-07-07 20:00:00,0.29972,0.293184,0.141923,0.265173,0.149393,0.844071,low,2025-08-07,12.2951,
15830,Belanova,20446336,326483.0,6870.0,131.0,,,0.411617,0.588383,0.01979,0.256032,0.51208,0.183563,0.028536,0.0,0.00584,0.01395,0.076065,0.179968,0.205734,0.306346,0.103316,0.080247,0.020663,0.007873,0.0,0.0,0.140717,0.006949,0.030402,0.821932,0.151115,0.829552,0.00434,0.000986,0.000395,0.000395,0.00217,0.000789,0.001775,"Friends, Family & Relationships",0.442105,Music,0.325953,"Toys, Children & Baby",0.322686,Television & Film,0.308167,"Clothes, Shoes, Handbags & Accessories",0.300181,MX,0.576762,US,0.201044,CO,0.034204,PE,0.030809,CL,0.01906,2025-11-05 19:00:00,0.3441,0.2097,0.1206,0.3256,0.1222,0.7526,bad,2025-11-06,2.1042,
7431,Arcade Fire,462572084,521255.0,13585.0,125.0,,0.285574,0.497951,0.502049,0.026937,0.220481,0.429288,0.241112,0.082183,0.0,0.007161,0.019776,0.090822,0.129659,0.20697,0.222318,0.139203,0.101909,0.053795,0.028388,0.0,0.0,0.660687,0.03073,0.084506,0.224077,0.570495,0.209462,0.065048,0.012605,0.007158,0.002646,0.002023,0.010582,0.047308,Music,0.477477,Camera & Photography,0.409409,Television & Film,0.35996,"Travel, Tourism & Aviation",0.338338,Art & Design,0.337137,US,0.269596,GB,0.096661,MX,0.088225,CA,0.080844,BR,0.054306,2025-07-08 20:00:00,0.363,0.2425,0.1218,0.2727,0.1304,0.8036,low,2025-08-08,2.6062,
7431,Arcade Fire,186852147,176118.0,21401.0,236.0,,0.800836,0.503895,0.496105,0.082839,0.514209,0.331291,0.052111,0.018993,0.000556,0.031163,0.051675,0.240439,0.27377,0.179038,0.152253,0.038351,0.01376,0.014705,0.004289,0.000199,0.000357,0.757552,0.054984,0.140514,0.046951,0.875137,0.033929,0.010989,0.011264,0.000962,0.0,0.001374,0.014423,0.016071,Television & Film,0.496342,Art & Design,0.408779,Gaming,0.3107,Music,0.296068,Pets,0.283265,US,0.318732,GB,0.307115,AU,0.036302,CA,0.0288,FR,0.025895,2025-07-07 20:00:00,0.4815,0.2258,0.101,0.1917,0.0728,0.8173,low,2025-08-07,12.1515,
19167,The Avett Brothers,215214115,335518.0,2320.0,88.0,,0.53063,0.350164,0.649836,0.022037,0.183323,0.377028,0.269815,0.14653,0.001267,0.005179,0.016859,0.040633,0.142689,0.127278,0.24975,0.108356,0.16146,0.06832,0.07821,0.000398,0.000869,0.860137,0.012466,0.066484,0.060914,0.968572,0.008634,0.007253,0.003108,0.0,0.0,0.000691,0.001209,0.002072,"Friends, Family & Relationships",0.387554,Wedding,0.347425,Music,0.340129,"Restaurants, Food & Grocery",0.33927,Camera & Photography,0.335193,US,0.90941,CA,0.025771,GB,0.009957,BR,0.006638,IT,0.005076,2025-11-05 19:00:00,0.3777,0.2563,0.1304,0.2356,0.1314,0.8507,normal,2025-11-06,0.6915,
19167,The Avett Brothers,1035341877,2442.0,0.0,8.0,,,0.534296,0.465704,0.064604,0.358393,0.50394,0.054105,0.018958,0.0,0.02991,0.034694,0.186256,0.172137,0.263749,0.240191,0.039426,0.014678,0.014955,0.004003,0.0,0.0,0.172814,0.691255,0.086407,0.049524,0.993464,0.001307,0.0,0.0,0.0,0.0,0.001307,0.001307,0.001307,Sports,0.291139,"Clothes, Shoes, Handbags & Accessories",0.28481,Activewear,0.199367,Music,0.193038,"Friends, Family & Relationships",0.183544,US,0.952381,CA,0.007619,JM,0.005714,JP,0.005714,GB,0.005714,2025-07-07 20:00:00,0.170804,0.219464,0.151936,0.457795,0.517378,0.792453,bad,2025-08-07,0.0,
15736,Boz Scaggs,6860681701,28916.0,1019.0,36.0,,0.623001,0.545012,0.454988,0.011522,0.059473,0.149167,0.207166,0.552001,0.020671,0.005392,0.00613,0.035349,0.024124,0.087473,0.061693,0.113835,0.093331,0.292177,0.259824,0.010784,0.009887,0.720687,0.045043,0.150143,0.084127,0.813507,0.023997,0.017141,0.004285,0.097875,0.001028,0.001371,0.001885,0.004971,Music,0.457053,"Restaurants, Food & Grocery",0.325654,"Friends, Family & Relationships",0.284414,Television & Film,0.267065,"Toys, Children & Baby",0.267065,US,0.646259,JP,0.100227,GB,0.03288,CA,0.029478,AU,0.026984,2025-11-05 19:00:00,0.5507,0.1538,0.0761,0.2194,0.1066,0.7971,bad,2025-11-06,3.524,
10933,M. Ward,1602268552,28974.0,366.0,9.0,,0.807888,0.505192,0.494808,0.020346,0.145203,0.396142,0.29609,0.141688,0.000531,0.006241,0.014105,0.045159,0.100044,0.188346,0.207796,0.169805,0.126285,0.095274,0.046414,0.000367,0.000164,0.838194,0.020444,0.057243,0.08412,0.872313,0.044005,0.018901,0.003318,0.004761,0.001299,0.000866,0.002453,0.015149,Music,0.495187,Television & Film,0.361808,Camera & Photography,0.357339,"Restaurants, Food & Grocery",0.315916,Art & Design,0.293744,US,0.711179,GB,0.047977,CA,0.035183,ES,0.019351,IT,0.016952,2025-11-04 19:00:00,0.2978,0.2393,0.1362,0.3267,0.1968,0.8257,low,2025-11-06,1.2632,
10933,M. Ward,1602268552,28974.0,366.0,9.0,,0.807888,0.505192,0.494808,0.020346,0.145203,0.396142,0.29609,0.141688,0.000531,0.006241,0.014105,0.045159,0.100044,0.188346,0.207796,0.169805,0.126285,0.095274,0.046414,0.000367,0.000164,0.838194,0.020444,0.057243,0.08412,0.872313,0.044005,0.018901,0.003318,0.004761,0.001299,0.000866,0.002453,0.015149,Music,0.495187,Television & Film,0.361808,Camera & Photography,0.357339,"Restaurants, Food & Grocery",0.315916,Art & Design,0.293744,US,0.711179,GB,0.047977,CA,0.035183,ES,0.019351,IT,0.016952,2025-11-04 19:00:00,0.2978,0.2393,0.1362,0.3267,0.1968,0.8257,low,2025-11-05,1.2632,
4416,Luke Bryan,347012991,7354843.0,17261.0,1637.0,,0.842467,0.226667,0.773333,0.034494,0.287776,0.364365,0.198198,0.113778,0.00139,0.006983,0.027511,0.060772,0.227004,0.087571,0.276793,0.046805,0.151392,0.024158,0.08962,0.000377,0.001013,0.805707,0.040285,0.067142,0.086865,0.93507,0.016336,0.014061,0.00517,0.00062,0.001241,0.001034,0.002068,0.006617,"Friends, Family & Relationships",0.467462,"Toys, Children & Baby",0.381056,"Restaurants, Food & Grocery",0.291034,Wedding,0.271873,Sports,0.269342,US,0.801022,CA,0.064623,AU,0.016231,BR,0.012925,GB,0.011121,2025-11-05 19:00:00,0.4129,0.2426,0.1207,0.2238,0.1068,0.8227,low,2025-11-06,0.2347,
4416,Luke Bryan,1649739516,103757.0,7018.0,45.0,,0.8754,0.578874,0.421126,0.088029,0.572396,0.30248,0.028547,0.008548,0.0,0.048535,0.039494,0.335138,0.237258,0.166152,0.136328,0.021965,0.006582,0.007085,0.001463,0.0,0.0,0.828462,0.106213,0.063728,0.001597,0.119457,0.002597,0.0,0.004794,0.0004,0.0004,0.0004,0.0,0.003995,"Clothes, Shoes, Handbags & Accessories",0.259542,Music,0.192112,Cars & Motorbikes,0.188295,Sports,0.161578,Activewear,0.145038,SE,0.86049,US,0.02263,ES,0.020767,GR,0.008786,IT,0.007721,2025-07-06 20:00:00,0.5308,0.2878,0.0792,0.1022,0.0843,0.7847,bad,2025-08-06,6.7639,
7550,Brett Eldredge,25459749,1380244.0,4607.0,213.0,,0.390116,0.188591,0.811409,0.03291,0.289882,0.395139,0.190341,0.090716,0.001012,0.006417,0.026493,0.046054,0.243828,0.077386,0.317753,0.040613,0.149727,0.017742,0.072974,0.000377,0.000635,0.821192,0.044667,0.065283,0.068858,0.950301,0.013026,0.008016,0.002204,0.0,0.000601,0.002004,0.003607,0.002806,"Friends, Family & Relationships",0.459114,"Toys, Children & Baby",0.388344,Wedding,0.354148,"Restaurants, Food & Grocery",0.304787,Sports,0.271484,US,0.865415,CA,0.054251,BR,0.007825,AU,0.007825,GB,0.007564,2025-11-05 19:00:00,0.3069,0.2664,0.1437,0.283,0.1249,0.7963,bad,2025-11-06,0.3338,
7550,Brett Eldredge,372418455,250525.0,3762.0,57.0,,0.86305,0.279567,0.720433,0.022652,0.26418,0.493173,0.183743,0.036252,0.0,0.00555,0.017102,0.067845,0.196335,0.138882,0.354291,0.057162,0.126581,0.010128,0.026124,0.0,0.0,0.108225,0.004995,0.02331,0.86347,0.057154,0.90257,0.01496,0.000575,0.0,0.0,0.001918,0.000959,0.001534,"Friends, Family & Relationships",0.474533,"Toys, Children & Baby",0.2882,Music,0.278438,"Travel, Tourism & Aviation",0.26528,"Clothes, Shoes, Handbags & Accessories",0.245331,MX,0.256813,VE,0.15304,US,0.088574,AR,0.077306,CO,0.076258,2025-07-10 20:00:00,0.2175,0.1869,0.1365,0.4591,0.1784,0.7006,bad,2025-08-10,1.5016,
6723,Bebe Rexha,2132599524,9794.0,2714.0,43.0,,0.659091,0.664769,0.335231,0.037985,0.291543,0.547625,0.110919,0.011928,0.0,0.015564,0.022421,0.177008,0.114535,0.379604,0.168021,0.083096,0.027823,0.009497,0.002431,0.0,0.0,0.087218,0.0,0.910941,0.001841,0.984355,0.001766,0.000757,0.001009,0.001009,0.0,0.000505,0.0,0.004037,Music,0.416582,"Friends, Family & Relationships",0.366734,Camera & Photography,0.361139,"Travel, Tourism & Aviation",0.275687,Art & Design,0.266022,IN,0.954894,US,0.006751,NP,0.005523,KR,0.002762,GB,0.002762,2025-07-07 20:00:00,0.497257,0.23664,0.101865,0.164238,0.195894,0.837643,low,2025-08-07,27.7108,
